counter_id,date,time,channel_1,channel_2,channel_3,channel_4
1,18/03/2010,16,0,0,0,0
1,18/03/2010,17,0,0,0,0
1,18/03/2010,18,0,0,0,0
1,18/03/2010,19,0,0,0,0
1,18/03/2010,20,0,0,0,0
1,18/03/2010,21,0,0,0,0
1,18/03/2010,22,0,0,0,0
1,18/03/2010,23,0,0,0,0
1,19/03/2010,0,0,0,0,0
1,19/03/2010,1,0,0,0,0
1,19/03/2010,2,0,0,0,0
1,19/03/2010,3,0,0,0,0
1,19/03/2010,4,0,0,0,0
1,19/03/2010,5,0,0,0,0
1,19/03/2010,6,0,0,0,0
1,19/03/2010,7,0,0,0,0
1,19/03/2010,8,0,0,0,0
1,19/03/2010,9,0,0,0,0
1,19/03/2010,10,0,0,0,0
1,19/03/2010,11,0,0,0,0
1,19/03/2010,12,0,0,0,0
1,19/03/2010,13,0,0,0,0
1,19/03/2010,14,0,0,0,0
1,19/03/2010,15,0,0,0,0
1,19/03/2010,16,0,0,0,0
1,19/03/2010,17,0,0,0,0
1,19/03/2010,18,0,0,0,0
1,19/03/2010,19,0,0,0,0
1,19/03/2010,20,0,0,0,0
1,19/03/2010,21,0,0,0,0
1,19/03/2010,22,0,0,0,0
1,19/03/2010,23,0,0,0,0
1,20/03/2010,0,0,0,0,0
1,20/03/2010,1,0,0,0,0
1,20/03/2010,2,0,0,0,0
1,20/03/2010,3,0,0,0,0
1,20/03/2010,4,0,0,0,0
1,20/03/2010,5,0,0,0,0
1,20/03/2010,6,0,0,0,0
1,20/03/2010,7,0,0,0,0
1,20/03/2010,8,0,0,0,0
1,20/03/2010,9,0,0,0,0
1,20/03/2010,10,0,0,0,0
1,20/03/2010,11,0,0,0,0
1,20/03/2010,12,0,0,0,0
1,20/03/2010,13,0,0,0,0
1,20/03/2010,14,0,0,0,0
1,20/03/2010,15,0,0,0,0
1,20/03/2010,16,0,0,0,0
1,20/03/2010,17,0,0,0,0
1,20/03/2010,18,0,0,0,0
1,20/03/2010,19,0,0,0,0
1,20/03/2010,20,0,0,0,0
1,20/03/2010,21,0,0,0,0
1,20/03/2010,22,0,0,0,0
1,20/03/2010,23,0,0,0,0
1,21/03/2010,0,0,0,0,0
1,21/03/2010,1,0,0,0,0
1,21/03/2010,2,0,0,0,0
1,21/03/2010,3,0,0,0,0
1,21/03/2010,4,0,0,0,0
1,21/03/2010,5,0,0,0,0
1,21/03/2010,6,0,0,0,0
1,21/03/2010,7,0,0,0,0
1,21/03/2010,8,0,0,0,0
1,21/03/2010,9,0,0,0,0
1,21/03/2010,10,0,0,0,0
1,21/03/2010,11,0,0,0,0
1,21/03/2010,12,0,0,0,0
1,21/03/2010,13,0,0,0,0
1,21/03/2010,14,0,0,0,0
1,21/03/2010,15,0,0,0,0
1,21/03/2010,16,0,0,0,0
1,21/03/2010,17,0,0,0,0
1,21/03/2010,18,0,0,0,0
1,21/03/2010,19,0,0,0,0
1,21/03/2010,20,0,0,0,0
1,21/03/2010,21,0,0,0,0
1,21/03/2010,22,0,0,0,0
1,21/03/2010,23,0,0,0,0
1,22/03/2010,0,0,0,0,0
1,22/03/2010,1,0,0,0,0
1,22/03/2010,2,0,0,0,0
1,22/03/2010,3,0,0,0,0
1,22/03/2010,4,0,0,0,0
1,22/03/2010,5,0,0,0,0
1,22/03/2010,6,0,0,0,0
1,22/03/2010,7,0,0,0,0
1,22/03/2010,8,0,0,0,0
1,22/03/2010,9,0,0,0,0
1,22/03/2010,10,0,0,0,0
1,22/03/2010,11,0,0,0,0
1,22/03/2010,12,0,0,0,0
1,22/03/2010,13,0,0,0,0
1,22/03/2010,14,0,0,0,0
1,22/03/2010,15,0,0,0,0
1,22/03/2010,16,0,0,0,0
1,22/03/2010,17,0,0,0,0
1,22/03/2010,18,0,0,0,0
1,22/03/2010,19,0,0,0,0
1,22/03/2010,20,0,0,0,0
1,22/03/2010,21,0,0,0,0
1,22/03/2010,22,0,0,0,0
1,22/03/2010,23,0,0,0,0
1,23/03/2010,0,0,0,0,0
1,23/03/2010,1,0,0,0,0
1,23/03/2010,2,0,0,0,0
1,23/03/2010,3,0,0,0,0
1,23/03/2010,4,0,0,0,0
1,23/03/2010,5,0,0,0,0
1,23/03/2010,6,0,0,0,0
1,23/03/2010,7,0,0,0,0
1,23/03/2010,8,0,0,0,0
1,23/03/2010,9,0,0,0,0
1,23/03/2010,10,0,0,0,0
1,23/03/2010,11,0,0,0,0
1,23/03/2010,12,0,0,0,0
1,23/03/2010,13,0,0,0,0
1,23/03/2010,14,0,0,0,0
1,23/03/2010,15,1,9,17,29
1,23/03/2010,16,0,0,0,0
1,23/03/2010,17,0,0,0,0
1,23/03/2010,18,0,0,0,0
1,23/03/2010,19,0,0,0,0
1,23/03/2010,20,0,0,0,0
1,23/03/2010,21,0,0,0,0
1,23/03/2010,22,0,0,0,0
1,23/03/2010,23,0,0,0,0
1,24/03/2010,0,0,0,0,0
1,24/03/2010,1,0,0,0,0
1,24/03/2010,2,0,0,0,0
1,24/03/2010,3,0,0,0,0
1,24/03/2010,4,0,0,0,0
1,24/03/2010,5,0,0,0,0
1,24/03/2010,6,0,0,0,0
1,24/03/2010,7,0,0,0,0
1,24/03/2010,8,0,0,0,0
1,24/03/2010,9,0,0,0,0
1,24/03/2010,10,0,0,0,0
1,24/03/2010,11,0,0,0,0
1,24/03/2010,12,0,0,0,0
1,24/03/2010,13,0,0,0,0
1,24/03/2010,14,0,0,0,0
1,24/03/2010,15,0,0,0,0
1,24/03/2010,16,0,0,0,0
1,24/03/2010,17,0,0,0,0
1,24/03/2010,18,0,0,0,0
1,24/03/2010,19,0,0,0,0
1,24/03/2010,20,0,0,0,0
1,24/03/2010,21,0,0,0,0
1,24/03/2010,22,0,0,0,0
1,24/03/2010,23,0,0,0,0
1,25/03/2010,0,0,0,0,0
1,25/03/2010,1,0,0,0,0
1,25/03/2010,2,0,0,0,0
1,25/03/2010,3,0,0,0,0
1,25/03/2010,4,0,0,0,0
1,25/03/2010,5,0,0,0,0
1,25/03/2010,6,0,0,0,0
1,25/03/2010,7,0,0,0,0
1,25/03/2010,8,0,0,0,0
1,25/03/2010,9,0,0,0,0
1,25/03/2010,10,0,0,0,0
1,25/03/2010,11,0,0,0,0
1,25/03/2010,12,0,0,0,0
1,25/03/2010,13,0,0,0,0
1,25/03/2010,14,0,0,0,0
1,25/03/2010,15,0,0,0,0
1,25/03/2010,16,0,0,0,0
1,25/03/2010,17,0,0,0,0
1,25/03/2010,18,0,0,0,0
1,25/03/2010,19,0,0,0,0
1,25/03/2010,20,0,0,0,0
1,25/03/2010,21,0,0,0,0
1,25/03/2010,22,0,0,0,0
1,25/03/2010,23,0,0,0,0
1,26/03/2010,0,0,0,0,0
1,26/03/2010,1,0,0,0,0
1,26/03/2010,2,0,0,0,0
1,26/03/2010,3,0,0,0,0
1,26/03/2010,4,0,0,0,0
1,26/03/2010,5,0,0,0,0
1,26/03/2010,6,0,0,0,0
1,26/03/2010,7,0,0,0,0
1,26/03/2010,8,0,0,0,0
1,26/03/2010,9,0,0,0,0
1,26/03/2010,10,0,0,0,0
1,26/03/2010,11,0,0,0,0
1,26/03/2010,12,0,0,0,0
1,26/03/2010,13,0,0,0,0
1,26/03/2010,14,0,0,0,0
1,26/03/2010,15,0,0,0,0
1,26/03/2010,16,0,0,0,0
1,26/03/2010,17,0,0,0,0
1,26/03/2010,18,0,0,0,0
1,26/03/2010,19,0,0,0,0
1,26/03/2010,20,0,0,0,0
1,26/03/2010,21,0,0,0,0
1,26/03/2010,22,0,0,0,0
1,26/03/2010,23,0,0,0,0
1,27/03/2010,0,0,0,0,0
1,27/03/2010,1,0,0,0,0
1,27/03/2010,2,0,0,0,0
1,27/03/2010,3,0,0,0,0
1,27/03/2010,4,0,0,0,0
1,27/03/2010,5,0,0,0,0
1,27/03/2010,6,0,0,0,0
1,27/03/2010,7,0,0,0,0
1,27/03/2010,8,0,0,0,0
1,27/03/2010,9,0,0,0,0
1,27/03/2010,10,0,0,0,0
1,27/03/2010,11,0,0,0,0
1,27/03/2010,12,0,0,0,0
1,27/03/2010,13,0,0,0,0
1,27/03/2010,14,0,0,0,0
1,27/03/2010,15,0,0,0,0
1,27/03/2010,16,0,0,0,0
1,27/03/2010,17,0,0,0,0
1,27/03/2010,18,0,0,0,0
1,27/03/2010,19,0,0,0,0
1,27/03/2010,20,0,0,0,0
1,27/03/2010,21,0,0,0,0
1,27/03/2010,22,0,0,0,0
1,27/03/2010,23,0,0,0,0
1,28/03/2010,0,0,0,0,0
1,28/03/2010,1,0,0,0,0
1,28/03/2010,2,0,0,0,0
1,28/03/2010,3,0,0,0,0
1,28/03/2010,4,0,0,0,0
1,28/03/2010,5,0,0,0,0
1,28/03/2010,6,0,0,0,0
1,28/03/2010,7,0,0,0,0
1,28/03/2010,8,0,0,0,0
1,28/03/2010,9,0,0,0,0
1,28/03/2010,10,0,0,0,0
1,28/03/2010,11,0,0,0,0
1,28/03/2010,12,0,0,0,0
1,28/03/2010,13,0,0,0,0
1,28/03/2010,14,0,0,0,0
1,28/03/2010,15,0,0,0,0
1,28/03/2010,16,0,0,0,0
1,28/03/2010,17,0,0,0,0
1,28/03/2010,18,0,0,0,0
1,28/03/2010,19,0,0,0,0
1,28/03/2010,20,0,0,0,0
1,28/03/2010,21,0,0,0,0
1,28/03/2010,22,0,0,0,0
1,28/03/2010,23,0,0,0,0
1,29/03/2010,0,0,0,0,0
1,29/03/2010,1,0,0,0,0
1,29/03/2010,2,0,0,0,0
1,29/03/2010,3,0,0,0,0
1,29/03/2010,4,0,0,0,0
1,29/03/2010,5,0,0,0,0
1,29/03/2010,6,0,0,0,0
1,29/03/2010,7,0,0,0,0
1,29/03/2010,8,0,0,0,0
1,29/03/2010,9,0,0,0,0
1,29/03/2010,10,0,0,0,0
1,29/03/2010,11,0,0,0,0
1,29/03/2010,12,0,0,0,0
1,29/03/2010,13,0,0,0,0
1,29/03/2010,14,0,0,0,0
1,29/03/2010,15,0,0,0,0
1,29/03/2010,16,0,0,0,0
1,29/03/2010,17,0,0,0,0
1,29/03/2010,18,0,0,0,0
1,29/03/2010,19,0,0,0,0
1,29/03/2010,20,0,0,0,0
1,29/03/2010,21,0,0,0,0
1,29/03/2010,22,0,0,0,0
1,29/03/2010,23,0,0,0,0
1,30/03/2010,0,0,0,0,0
1,30/03/2010,1,0,0,0,0
1,30/03/2010,2,0,0,0,0
1,30/03/2010,3,0,0,0,0
1,30/03/2010,4,0,0,0,0
1,30/03/2010,5,0,0,0,0
1,30/03/2010,6,0,0,0,0
1,30/03/2010,7,0,0,0,0
1,30/03/2010,8,0,0,0,0
1,30/03/2010,9,0,0,0,0
1,30/03/2010,10,0,0,0,0
1,30/03/2010,11,0,0,0,0
1,30/03/2010,12,0,0,0,0
1,30/03/2010,13,0,0,0,0
1,30/03/2010,14,0,0,0,0
1,30/03/2010,15,0,0,0,0
1,30/03/2010,16,0,0,0,0
1,30/03/2010,17,0,0,0,0
1,30/03/2010,18,0,0,0,0
1,30/03/2010,19,0,0,0,0
1,30/03/2010,20,0,0,0,0
1,30/03/2010,21,0,0,0,0
1,30/03/2010,22,0,0,0,0
1,30/03/2010,23,0,0,0,0
1,31/03/2010,0,0,0,0,0
1,31/03/2010,1,0,0,0,0
1,31/03/2010,2,0,0,0,0
1,31/03/2010,3,0,0,0,0
1,31/03/2010,4,0,0,0,0
1,31/03/2010,5,0,0,0,0
1,31/03/2010,6,0,0,0,0
1,31/03/2010,7,0,0,0,0
1,31/03/2010,8,0,0,0,0
1,31/03/2010,9,1,0,1,1
1,31/03/2010,10,0,0,1,1
1,31/03/2010,11,0,0,0,1
1,31/03/2010,12,0,0,0,0
1,31/03/2010,13,0,0,3,3
1,31/03/2010,14,0,1,1,0
1,31/03/2010,15,2,0,3,1
1,31/03/2010,16,1,0,1,1
1,31/03/2010,17,0,0,0,0
1,31/03/2010,18,0,0,0,3
1,31/03/2010,19,0,0,2,0
1,31/03/2010,20,0,0,0,0
1,31/03/2010,21,0,0,0,0
1,31/03/2010,22,0,0,0,1
1,31/03/2010,23,0,1,0,0
1,01/04/2010,0,0,0,0,0
1,01/04/2010,1,0,0,0,0
1,01/04/2010,2,0,0,0,0
1,01/04/2010,3,0,0,1,0
1,01/04/2010,4,0,0,0,0
1,01/04/2010,5,0,1,0,0
1,01/04/2010,6,0,0,0,0
1,01/04/2010,7,2,2,0,0
1,01/04/2010,8,1,1,0,0
1,01/04/2010,9,1,0,0,1
1,01/04/2010,10,0,2,0,8
1,01/04/2010,11,1,0,0,5
1,01/04/2010,12,0,2,1,0
1,01/04/2010,13,0,1,1,1
1,01/04/2010,14,1,0,2,1
1,01/04/2010,15,1,0,1,3
1,01/04/2010,16,0,3,0,1
1,01/04/2010,17,0,1,0,0
1,01/04/2010,18,0,0,0,2
1,01/04/2010,19,0,0,0,3
1,01/04/2010,20,0,0,0,0
1,01/04/2010,21,0,0,1,0
1,01/04/2010,22,1,0,0,1
1,01/04/2010,23,0,0,0,0
1,02/04/2010,0,0,0,0,0
1,02/04/2010,1,0,0,0,0
1,02/04/2010,2,0,0,0,0
1,02/04/2010,3,0,0,1,0
1,02/04/2010,4,0,1,0,1
1,02/04/2010,5,0,0,0,0
1,02/04/2010,6,0,0,0,0
1,02/04/2010,7,0,0,1,0
1,02/04/2010,8,2,1,0,0
1,02/04/2010,9,0,0,1,1
1,02/04/2010,10,0,0,0,0
1,02/04/2010,11,3,0,3,1
1,02/04/2010,12,2,0,0,0
1,02/04/2010,13,0,0,0,0
1,02/04/2010,14,1,1,2,2
1,02/04/2010,15,2,0,0,1
1,02/04/2010,16,0,1,2,6
1,02/04/2010,17,0,1,0,0
1,02/04/2010,18,0,1,0,0
1,02/04/2010,19,0,0,0,0
1,02/04/2010,20,0,0,0,2
1,02/04/2010,21,0,0,0,0
1,02/04/2010,22,0,0,0,0
1,02/04/2010,23,0,0,0,0
1,03/04/2010,0,0,0,0,0
1,03/04/2010,1,0,0,0,0
1,03/04/2010,2,0,0,0,1
1,03/04/2010,3,0,0,0,0
1,03/04/2010,4,0,1,0,0
1,03/04/2010,5,0,0,0,0
1,03/04/2010,6,1,0,0,0
1,03/04/2010,7,0,0,0,0
1,03/04/2010,8,0,1,0,1
1,03/04/2010,9,0,0,0,1
1,03/04/2010,10,1,0,0,0
1,03/04/2010,11,2,0,1,1
1,03/04/2010,12,0,1,1,2
1,03/04/2010,13,1,1,0,1
1,03/04/2010,14,2,0,1,0
1,03/04/2010,15,1,1,1,1
1,03/04/2010,16,0,0,0,0
1,03/04/2010,17,0,0,0,1
1,03/04/2010,18,0,0,0,0
1,03/04/2010,19,0,0,0,0
1,03/04/2010,20,0,0,0,0
1,03/04/2010,21,0,0,0,0
1,03/04/2010,22,0,1,0,1
1,03/04/2010,23,0,0,0,1
1,04/04/2010,0,0,0,0,0
1,04/04/2010,1,0,0,0,0
1,04/04/2010,2,0,0,0,0
1,04/04/2010,3,0,0,0,0
1,04/04/2010,4,0,0,0,0
1,04/04/2010,5,0,0,0,0
1,04/04/2010,6,0,0,0,0
1,04/04/2010,7,0,0,1,0
1,04/04/2010,8,0,0,1,0
1,04/04/2010,9,2,0,0,0
1,04/04/2010,10,0,0,1,0
1,04/04/2010,11,2,0,0,1
1,04/04/2010,12,0,0,0,1
1,04/04/2010,13,0,1,0,1
1,04/04/2010,14,0,0,3,0
1,04/04/2010,15,0,0,0,0
1,04/04/2010,16,0,0,0,1
1,04/04/2010,17,0,0,1,0
1,04/04/2010,18,1,1,0,0
1,04/04/2010,19,2,0,1,0
1,04/04/2010,20,0,0,1,0
1,04/04/2010,21,0,0,0,0
1,04/04/2010,22,0,0,1,2
1,04/04/2010,23,0,1,0,0
1,05/04/2010,0,0,0,0,0
1,05/04/2010,1,0,0,0,0
1,05/04/2010,2,0,0,0,0
1,05/04/2010,3,0,0,0,0
1,05/04/2010,4,0,0,0,1
1,05/04/2010,5,0,0,0,0
1,05/04/2010,6,0,0,0,0
1,05/04/2010,7,0,0,0,0
1,05/04/2010,8,0,0,0,0
1,05/04/2010,9,0,0,1,0
1,05/04/2010,10,0,0,0,0
1,05/04/2010,11,0,0,0,1
1,05/04/2010,12,0,0,0,0
1,05/04/2010,13,0,0,1,1
1,05/04/2010,14,0,0,0,1
1,05/04/2010,15,0,1,0,0
1,05/04/2010,16,0,2,0,5
1,05/04/2010,17,0,0,0,1
1,05/04/2010,18,0,0,0,0
1,05/04/2010,19,0,0,0,0
1,05/04/2010,20,0,0,0,2
1,05/04/2010,21,0,0,1,1
1,05/04/2010,22,0,1,0,1
1,05/04/2010,23,0,0,0,0
1,06/04/2010,0,0,0,0,0
1,06/04/2010,1,0,0,0,0
1,06/04/2010,2,0,0,0,0
1,06/04/2010,3,0,0,1,0
1,06/04/2010,4,0,0,0,0
1,06/04/2010,5,0,0,0,0
1,06/04/2010,6,1,0,0,0
1,06/04/2010,7,1,0,0,1
1,06/04/2010,8,1,0,0,2
1,06/04/2010,9,0,0,0,0
1,06/04/2010,10,0,0,0,0
1,06/04/2010,11,0,0,0,2
1,06/04/2010,12,0,1,3,2
1,06/04/2010,13,0,1,0,1
1,06/04/2010,14,1,3,0,1
1,06/04/2010,15,0,0,0,1
1,06/04/2010,16,2,1,0,1
1,06/04/2010,17,0,0,0,1
1,06/04/2010,18,0,0,0,0
